Common_Name,Symbol,Scientific_Name_x,Scientific_Name_y,Species,Category,Family,Family_Common_Name,xOrder,SubClass,Class,SubDivision,Division,SuperDivision,SubKingdom,Kingdom,Duration,Growth_Habit,Growth_Rate,Height_Mature_feet,Lifespan,Toxicity,Temperature_Minimum_F,Bloom_Period,Fruit_Seed_Period_Begin,Fruit_Seed_Period_End,Fruit_Seed_Abundance
sagebrush buttercup,RAGL,Ranunculus glaberrimus Hook.,Ranunculus glaberrimus,glaberrimus,Dicot,Ranunculaceae,Buttercup family,Ranunculales,Magnoliidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Moderate,0.5,Short,Moderate,-43,Mid Spring,Spring,Summer,Medium
Mississippi buttercup,RALA2,Ranunculus laxicaulis (Torr. & A. Gray) Darby,Ranunculus laxicaulis,laxicaulis,Dicot,Ranunculaceae,Buttercup family,Ranunculales,Magnoliidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,"Annual, Perennial",Forb/herb,Slow,1.2,Short,Moderate,-8,Late Spring,Spring,Summer,High
pinnate prairie coneflower,RAPI,Ratibida pinnata (Vent.) Barnhart,Ratibida pinnata,pinnata,Dicot,Asteraceae,Aster family,Asterales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Moderate,4.0,Moderate,None,-38,Late Spring,Summer,Fall,Medium
creeping buttercup,RARE3,Ranunculus repens L.,Ranunculus repens,repens,Dicot,Ranunculaceae,Buttercup family,Ranunculales,Magnoliidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Rapid,2.0,Short,Moderate,-28,Mid Spring,Summer,Fall,Medium
green prairie coneflower,RATA,Ratibida tagetes (James) Barnhart,Ratibida tagetes,tagetes,Dicot,Asteraceae,Aster family,Asterales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Rapid,1.0,Short,Slight,-28,Late Summer,Summer,Summer,High
Cascade azalea,RHAL2,Rhododendron albiflorum Hook.,Rhododendron albiflorum,albiflorum,Dicot,Ericaceae,Heath family,Ericales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Moderate,6.0,Moderate,Severe,7,Late Summer,Summer,Fall,High
smooth azalea,RHAR3,Rhododendron arborescens (Pursh) Torr.,Rhododendron arborescens,arborescens,Dicot,Ericaceae,Heath family,Ericales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Moderate,18,Long,None,-13,Late Spring,Summer,Summer,Low
dwarf azalea,RHAT,Rhododendron atlanticum (Ashe) Rehder,Rhododendron atlanticum,atlanticum,Dicot,Ericaceae,Heath family,Ericales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Moderate,2.3,Long,None,7,Early Spring,Spring,Summer,Low
rhodora,RHCA6,Rhododendron canadense (L.) Torr.,Rhododendron canadense,canadense,Dicot,Ericaceae,Heath family,Ericales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Moderate,18,Long,Slight,-23,Mid Spring,Spring,Summer,Low
mountain azalea,RHCA7,Rhododendron canescens (Michx.) Sweet,Rhododendron canescens,canescens,Dicot,Ericaceae,Heath family,Ericales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Slow,14,Long,Slight,-13,Spring,Summer,Summer,Medium
winged sumac,RHCO,Rhus copallinum L.,Rhus copallinum,copallinum,Dicot,Anacardiaceae,Sumac family,Sapindales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Moderate,8.0,Moderate,None,-28,Mid Spring,Summer,Fall,High
redberry buckthorn,RHCR,Rhamnus crocea Nutt.,Rhamnus crocea,crocea,Dicot,Rhamnaceae,Buckthorn family,Rhamnales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Slow,5.0,Moderate,None,22,Early Spring,Spring,Fall,Medium
smooth sumac,RHGL,Rhus glabra L.,Rhus glabra,glabra,Dicot,Anacardiaceae,Sumac family,Sapindales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Moderate,12,Short,None,-33,Mid Spring,Summer,Fall,High
Pacific rhododendron,RHMA3,Rhododendron macrophyllum D. Don ex G. Don,Rhododendron macrophyllum,macrophyllum,Dicot,Ericaceae,Heath family,Ericales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Moderate,15,Moderate,Moderate,7,Spring,Summer,Fall,High
littleleaf sumac,RHMI3,Rhus microphylla Engelm. ex A. Gray,Rhus microphylla,microphylla,Dicot,Anacardiaceae,Sumac family,Sapindales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Moderate,10,Moderate,None,-13,Spring,Summer,Fall,Medium
western azalea,RHOC,Rhododendron occidentale (Torr. & A. Gray) A. Gray,Rhododendron occidentale,occidentale,Dicot,Ericaceae,Heath family,Ericales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Moderate,10,Moderate,Moderate,13,Late Spring,Summer,Fall,High
skunkbush sumac,RHTR,Rhus trilobata Nutt.,Rhus trilobata,trilobata,Dicot,Anacardiaceae,Sumac family,Sapindales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Slow,4.0,Moderate,Slight,-53,Early Spring,Spring,Summer,High
golden currant,RIAU,Ribes aureum Pursh,Ribes aureum,aureum,Dicot,Grossulariaceae,Currant family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Moderate,10,Long,None,-38,Mid Spring,Summer,Fall,Medium
northern black currant,RIHU,Ribes hudsonianum Richardson,Ribes hudsonianum,hudsonianum,Dicot,Grossulariaceae,Currant family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Moderate,5.0,Moderate,None,-33,Late Spring,Spring,Summer,Medium
whitestem gooseberry,RIIN2,Ribes inerme Rydb.,Ribes inerme,inerme,Dicot,Grossulariaceae,Currant family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Moderate,8.0,Long,None,-28,Mid Spring,Spring,Spring,Medium
gooseberry currant,RIMO2,Ribes montigenum McClatchie,Ribes montigenum,montigenum,Dicot,Grossulariaceae,Currant family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Rapid,1.0,Moderate,None,-3,Early Summer,Summer,Fall,High
Sierra currant,RINE,Ribes nevadense Kellogg,Ribes nevadense,nevadense,Dicot,Grossulariaceae,Currant family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Moderate,6.0,Long,None,-28,Late Spring,Summer,Summer,Medium
Sierra gooseberry,RIRO,Ribes roezlii Regel,Ribes roezlii,roezlii,Dicot,Grossulariaceae,Currant family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Moderate,5.0,Long,None,-28,Late Spring,Summer,Summer,High
redflower currant,RISA,Ribes sanguineum Pursh,Ribes sanguineum,sanguineum,Dicot,Grossulariaceae,Currant family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Moderate,12,Long,None,7,Late Spring,Summer,Summer,High
red currant,RITR,Ribes triste Pall.,Ribes triste,triste,Dicot,Grossulariaceae,Currant family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Moderate,2.0,Short,None,-62,Late Spring,Summer,Summer,Medium
island gooseberry,RIVI,Ribes viburnifolium A. Gray,Ribes viburnifolium,viburnifolium,Dicot,Grossulariaceae,Currant family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Rapid,3.0,Short,None,-3,Mid Spring,Summer,Summer,High
prickly rose,ROAC,Rosa acicularis Lindl.,Rosa acicularis,acicularis,Dicot,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Subshrub,Rapid,4.0,Moderate,None,-38,Early Summer,Spring,Fall,High
California wildrose,ROCA2,Rosa californica Cham. & Schltdl.,Rosa californica,californica,Dicot,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Subshrub,Rapid,10,Short,None,7,Summer,Fall,Fall,High
New Mexico locust,RONE,Robinia neomexicana A. Gray,Robinia neomexicana,neomexicana,Dicot,Fabaceae,Pea family,Fabales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Rapid,25,Moderate,Moderate,-23,Late Spring,Summer,Fall,Medium
Nootka rose,RONU,Rosa nutkana C. Presl,Rosa nutkana,nutkana,Dicot,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Subshrub,Rapid,10,Moderate,None,7,Late Spring,Spring,Fall,High
rosemary,ROOF,Rosmarinus officinalis L.,Rosmarinus officinalis,officinalis,Dicot,Lamiaceae,Mint family,Lamiales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Subshrub, Shrub",Moderate,5.0,Long,None,-3,Mid Spring,Spring,Summer,Medium
black locust,ROPS,Robinia pseudoacacia L.,Robinia pseudoacacia,pseudoacacia,Dicot,Fabaceae,Pea family,Fabales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Tree,Rapid,60,Short,None,-37,Spring,Spring,Summer,Medium
rugosa rose,RORU,Rosa rugosa Thunb.,Rosa rugosa,rugosa,Dicot,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Subshrub,Moderate,5.0,Long,None,-33,Mid Spring,Spring,Fall,High
Virginia rose,ROVI2,Rosa virginiana Mill.,Rosa virginiana,virginiana,Dicot,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Subshrub,Moderate,6.0,Moderate,None,-18,Late Spring,Summer,Summer,High
memorial rose,ROWI,Rosa wichuraiana Crép.,Rosa wichuraiana,wichuraiana,Dicot,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Vine, Subshrub",Rapid,1.0,Moderate,None,-23,Late Spring,Summer,Summer,Medium
Woods' rose,ROWO,Rosa woodsii Lindl.,Rosa woodsii,woodsii,Dicot,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Subshrub,Rapid,3.0,Long,None,-43,Late Spring,Summer,Fall,Medium
Allegheny blackberry,RUAL,Rubus allegheniensis Porter,Rubus allegheniensis,allegheniensis,Dicot,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Subshrub,Rapid,6.0,Short,None,-28,Mid Spring,Summer,Summer,High
oldfield blackberry,RUAL9,Rubus alumnus L.H. Bailey,Rubus alumnus,alumnus,Dicot,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Subshrub,Rapid,5.0,Moderate,None,-28,Mid Spring,Spring,Summer,High
Bailey's dewberry,RUBA2,Rubus baileyanus Britton,Rubus baileyanus,baileyanus,Dicot,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Subshrub,Moderate,5.0,Moderate,None,-28,Mid Spring,Spring,Summer,Medium
cloudberry,RUCH,Rubus chamaemorus L.,Rubus chamaemorus,chamaemorus,Dicot,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Subshrub, Forb/herb",Rapid,1.0,Short,None,-38,Late Spring,Summer,Summer,Medium
sand blackberry,RUCU,Rubus cuneifolius Pursh,Rubus cuneifolius,cuneifolius,Dicot,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Subshrub,Moderate,3.0,Short,None,-13,Mid Spring,Spring,Summer,Medium
blackeyed Susan,RUHI2,Rudbeckia hirta L.,Rudbeckia hirta,hirta,Dicot,Asteraceae,Aster family,Asterales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,"Annual, Biennial, Perennial",Forb/herb,Rapid,1.0,Short,None,-23,Summer,Summer,Summer,High
cutleaf blackberry,RULA,Rubus laciniatus Willd.,Rubus laciniatus,laciniatus,Dicot,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Vine, Subshrub",Rapid,12,Short,None,-33,Early Summer,Summer,Fall,High
whitebark raspberry,RULE,Rubus leucodermis Douglas ex Torr. & A. Gray,Rubus leucodermis,leucodermis,Dicot,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Vine, Subshrub",Rapid,1.0,Short,None,7,Late Spring,Summer,Fall,High
golden dock,RUMA4,Rumex maritimus L.,Rumex maritimus,maritimus,Dicot,Polygonaceae,Buckwheat family,Polygonales,Caryophyllidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,"Annual, Biennial",Forb/herb,Rapid,2.0,,None,-38,Late Spring,Summer,Summer,Medium
widgeongrass,RUMA5,Ruppia maritima L.,Ruppia maritima,maritima,Monocot,Ruppiaceae,Ditch-grass family,Najadales,Alismatidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Rapid,0.2,Short,None,-2,Mid Spring,Spring,Summer,Medium
black raspberry,RUOC,Rubus occidentalis L.,Rubus occidentalis,occidentalis,Dicot,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Subshrub,Rapid,6.0,Short,None,-28,Mid Spring,Summer,Summer,High
purpleflowering raspberry,RUOD,Rubus odoratus L.,Rubus odoratus,odoratus,Dicot,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Subshrub,Rapid,5.0,Short,None,-38,Late Spring,Summer,Summer,Medium
thimbleberry,RUPA,Rubus parviflorus Nutt.,Rubus parviflorus,parviflorus,Dicot,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Subshrub,Rapid,4.0,Moderate,None,-28,Spring,Spring,Summer,High
salmonberry,RUSP,Rubus spectabilis Pursh,Rubus spectabilis,spectabilis,Dicot,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Vine, Subshrub",Moderate,12,Moderate,None,-33,Early Spring,Spring,Spring,Medium
California blackberry,RUUR,Rubus ursinus Cham. & Schltdl.,Rubus ursinus,ursinus,Dicot,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Subshrub,Rapid,2.0,Short,None,7,Early Spring,Spring,Summer,Medium
white willow,SAAL2,Salix alba L.,Salix alba,alba,Dicot,Salicaceae,Willow family,Salicales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Tree,Rapid,70,Moderate,None,-33,Early Spring,Spring,Spring,Medium
peachleaf willow,SAAM2,Salix amygdaloides Andersson,Salix amygdaloides,amygdaloides,Dicot,Salicaceae,Willow family,Salicales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Rapid,60,Short,None,-33,Late Spring,Spring,Spring,High
Barclay's willow,SABA3,Salix barclayi Andersson,Salix barclayi,barclayi,Dicot,Salicaceae,Willow family,Salicales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Rapid,15,Moderate,None,-43,,,,
Booth's willow,SABO2,Salix boothii Dorn,Salix boothii,boothii,Dicot,Salicaceae,Willow family,Salicales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Rapid,24,Moderate,None,13,Late Spring,Summer,Fall,High
sageleaf willow,SACA4,Salix candida Flueggé ex Willd.,Salix candida,candida,Dicot,Salicaceae,Willow family,Salicales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Rapid,6.0,Moderate,None,-33,Late Spring,Spring,Summer,Low
purple sage,SADO4,Salvia dorrii (Kellogg) Abrams,Salvia dorrii,dorrii,Dicot,Lamiaceae,Mint family,Lamiales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Subshrub, Shrub",Moderate,2.5,Short,None,-23,Late Spring,Spring,Summer,Medium
narrowleaf willow,SAEX,Salix exigua Nutt.,Salix exigua,exigua,Dicot,Salicaceae,Willow family,Salicales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Rapid,10,Moderate,None,-38,Early Spring,Summer,Spring,High
Geyer willow,SAGE2,Salix geyeriana Andersson,Salix geyeriana,geyeriana,Dicot,Salicaceae,Willow family,Salicales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Rapid,15,Moderate,None,-38,Spring,Spring,Fall,High
Goodding's willow,SAGO,Salix gooddingii C.R. Ball,Salix gooddingii,gooddingii,Dicot,Salicaceae,Willow family,Salicales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Tree,Rapid,40,Moderate,None,-23,Early Spring,Spring,Spring,Low
prairie willow,SAHU2,Salix humilis Marshall,Salix humilis,humilis,Dicot,Salicaceae,Willow family,Salicales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Rapid,10,Moderate,None,-43,Spring,Summer,Summer,Low
shining willow,SALU,Salix lucida Muhl.,Salix lucida,lucida,Dicot,Salicaceae,Willow family,Salicales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Rapid,13,Moderate,None,-43,Spring,Spring,Summer,Low
yellow willow,SALU2,Salix lutea Nutt.,Salix lutea,lutea,Dicot,Salicaceae,Willow family,Salicales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Rapid,16,Moderate,None,-43,Spring,Spring,Summer,Low
park willow,SAMO2,Salix monticola Bebb,Salix monticola,monticola,Dicot,Salicaceae,Willow family,Salicales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Moderate,12,Short,None,-38,Late Spring,Summer,Summer,High
black willow,SANI,Salix nigra Marshall,Salix nigra,nigra,Dicot,Salicaceae,Willow family,Salicales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Tree,Rapid,100,Short,None,-58,Early Spring,Spring,Summer,High
American black elderberry,SANIC4,Sambucus nigra L. ssp. canadensis (L.) R. Bolli,Sambucus nigra ssp. canadensis,nigra,Dicot,Caprifoliaceae,Honeysuckle family,Dipsacales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Rapid,7.0,Moderate,None,-28,Spring,Spring,Summer,High
sugarcane,SAOF,Saccharum officinarum L.,Saccharum officinarum,officinarum,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Rapid,12,Moderate,None,17,Late Winter,Winter,Spring,Medium
laurel willow,SAPE4,Salix pentandra L.,Salix pentandra,pentandra,Dicot,Salicaceae,Willow family,Salicales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Tree,Rapid,60,Long,None,-38,Summer,Spring,Fall,High
diamondleaf willow,SAPL2,Salix planifolia Pursh,Salix planifolia,planifolia,Dicot,Salicaceae,Willow family,Salicales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Subshrub, Shrub",Rapid,8.0,Moderate,None,-38,Late Spring,Spring,Summer,Medium
MacKenzie's willow,SAPR3,Salix prolixa Andersson,Salix prolixa,prolixa,Dicot,Salicaceae,Willow family,Salicales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Moderate,45,Short,None,-50,Early Spring,Summer,Summer,High
ravennagrass,SARA3,Saccharum ravennae (L.) L.,Saccharum ravennae,ravennae,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Rapid,7.0,Short,None,-8,Early Summer,Summer,Fall,Low
red elderberry,SARAR3,Sambucus racemosa L. var. racemosa,Sambucus racemosa var. racemosa,racemosa,Dicot,Caprifoliaceae,Honeysuckle family,Dipsacales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Moderate,18,Moderate,None,-33,Mid Summer,Summer,Fall,High
Richardson's willow,SARI4,Salix richardsonii Hook.,Salix richardsonii,richardsonii,Dicot,Salicaceae,Willow family,Salicales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Shrub, Tree",Slow,15,Short,None,-38,Early Summer,Summer,Summer,High
western soapberry,SASAD,Sapindus saponaria L. var. drummondii (Hook. & Arn.) L.D. Benson,Sapindus saponaria var. drummondii,saponaria,Dicot,Sapindaceae,Soapberry family,Sapindales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Moderate,20,Long,Moderate,-13,Spring,Summer,Summer,Medium
Scouler's willow,SASC,Salix scouleriana Barratt ex Hook.,Salix scouleriana,scouleriana,Dicot,Salicaceae,Willow family,Salicales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Rapid,50,Moderate,None,-13,Early Spring,Spring,Spring,Low
silky willow,SASE,Salix sericea Marshall,Salix sericea,sericea,Dicot,Salicaceae,Willow family,Salicales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Rapid,12,Moderate,None,-28,Mid Spring,Spring,Spring,Medium
northwest sandbar willow,SASE3,Salix sessilifolia Nutt.,Salix sessilifolia,sessilifolia,Dicot,Salicaceae,Willow family,Salicales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Rapid,20,Long,None,-33,Early Summer,Summer,Summer,High
Sitka willow,SASI2,Salix sitchensis Sanson ex Bong.,Salix sitchensis,sitchensis,Dicot,Salicaceae,Willow family,Salicales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Rapid,23,Moderate,None,-18,,,,High
American cupscale,SAST,Sacciolepis striata (L.) Nash,Sacciolepis striata,striata,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Moderate,3.0,Short,None,-18,Early Summer,Summer,Fall,
greasewood,SAVE4,Sarcobatus vermiculatus (Hook.) Torr.,Sarcobatus vermiculatus,vermiculatus,Dicot,Chenopodiaceae,Goosefoot family,Caryophyllales,Caryophyllidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Rapid,10,Long,Moderate,-38,Spring,Summer,Summer,Medium
little bluestem,SCSC,Schizachyrium scoparium (Michx.) Nash,Schizachyrium scoparium,scoparium,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Moderate,3.0,Long,None,-38,Summer,Summer,Fall,Medium
